,general,specific,class,api_name,corpus,expert
5252,hadoop,io,LongWritable,org.apache.hadoop.io.LongWritable,hadoop io LongWritable,"Parser,0.37"
5253,hadoop,io,CompressionCodecFactory,org.apache.hadoop.io.compress.CompressionCodecFactory,hadoop io CompressionCodecFactory,"Setup,0.45"
5254,hadoop,util,LineReader,org.apache.hadoop.util.LineReader,hadoop util LineReader,"Parser,0.49"
5255,hadoop,hive,FIELD_DELIM,org.apache.hadoop.hive.serde.serdeConstants.FIELD_DELIM,hadoop hive FIELD_DELIM,"Cloud,0.34"
5256,hadoop,hive,LINE_DELIM,org.apache.hadoop.hive.serde.serdeConstants.LINE_DELIM,hadoop hive LINE_DELIM,"Big Data,0.31"
5257,hadoop,hive,SERIALIZATION_FORMAT,org.apache.hadoop.hive.serde.serdeConstants.SERIALIZATION_FORMAT,hadoop hive SERIALIZATION_FORMAT,"Parser,0.53"
5258,hadoop,fs,HadoopExtendedFileSystem,org.apache.hadoop.fs.HadoopExtendedFileSystem,hadoop fs HadoopExtendedFileSystem,"Error Handling,0.42"
5259,hadoop,fs,ViewFileSystem,org.apache.hadoop.fs.viewfs.ViewFileSystem,hadoop fs ViewFileSystem,"Parser,0.41"
5260,hadoop,hive,HiveConf,org.apache.hadoop.hive.conf.HiveConf,hadoop hive HiveConf,"Setup,0.36"
5261,hadoop,hive,ProtectMode,org.apache.hadoop.hive.metastore.ProtectMode,hadoop hive ProtectMode,"Setup,0.45"
5262,hadoop,hive,HiveOutputFormat,org.apache.hadoop.hive.ql.io.HiveOutputFormat,hadoop hive HiveOutputFormat,"Input and Output,0.5"
5263,hadoop,hive,RCFile,org.apache.hadoop.hive.ql.io.RCFile,hadoop hive RCFile,"Setup,0.45"
5264,hadoop,hive,DateWritable,org.apache.hadoop.hive.serde2.io.DateWritable,hadoop hive DateWritable,"Database,0.39"
5265,hadoop,hive,DoubleWritable,org.apache.hadoop.hive.serde2.io.DoubleWritable,hadoop hive DoubleWritable,"Setup,0.36"
5266,hadoop,hive,HiveDecimalWritable,org.apache.hadoop.hive.serde2.io.HiveDecimalWritable,hadoop hive HiveDecimalWritable,"Parser,0.38"
5267,hadoop,hive,ShortWritable,org.apache.hadoop.hive.serde2.io.ShortWritable,hadoop hive ShortWritable,"Setup,0.36"
5268,hadoop,hive,TimestampWritable,org.apache.hadoop.hive.serde2.io.TimestampWritable,hadoop hive TimestampWritable,"Parser,0.45"
5269,hadoop,hive,ObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.ObjectInspectorFactory,hadoop hive ObjectInspectorFactory,"Data Structure,0.45"
5270,hadoop,io,BooleanWritable,org.apache.hadoop.io.BooleanWritable,hadoop io BooleanWritable,"Parser,0.48"
5271,hadoop,io,ByteWritable,org.apache.hadoop.io.ByteWritable,hadoop io ByteWritable,"Parser,0.46"
5272,hadoop,io,FloatWritable,org.apache.hadoop.io.FloatWritable,hadoop io FloatWritable,"Parser,0.39"
5273,hadoop,io,IntWritable,org.apache.hadoop.io.IntWritable,hadoop io IntWritable,"Big Data,0.37"
5274,hadoop,io,CompressionCodec,org.apache.hadoop.io.compress.CompressionCodec,hadoop io CompressionCodec,"Parser,0.43"
5275,hadoop,hive,COMPRESSRESULT,org.apache.hadoop.hive.conf.HiveConf.ConfVars.COMPRESSRESULT,hadoop hive COMPRESSRESULT,"Data Structure,0.42"
5276,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.getPrimitiveJavaObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5277,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.getPrimitiveWritableObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5278,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.javaBooleanObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5279,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.javaByteArrayObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5280,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.javaByteObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5281,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.javaDateObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5282,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.javaDoubleObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5283,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.javaFloatObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5284,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.javaIntObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5285,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.javaLongObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5286,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.javaShortObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5287,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.javaTimestampObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5288,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.writableBinaryObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5289,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.writableBooleanObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5290,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.writableByteObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5291,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.writableDateObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5292,hadoop,hive,TypeInfoFactory,org.apache.hadoop.hive.serde2.typeinfo.TypeInfoFactory.binaryTypeInfo,hadoop hive TypeInfoFactory,"Setup,0.49"
5293,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.writableDoubleObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5294,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.writableFloatObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5295,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.writableHiveCharObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5296,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.writableIntObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5297,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.writableLongObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5298,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.writableShortObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5299,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.writableStringObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5300,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.writableTimestampObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5301,hadoop,mapred,FileOutputFormat,org.apache.hadoop.mapred.FileOutputFormat.getOutputCompressorClass,hadoop mapred FileOutputFormat,"Input and Output,0.66"
5302,hadoop,security,AccessControlException,org.apache.hadoop.security.AccessControlException,hadoop security AccessControlException,"Security,0.74"
5303,hadoop,hive,PRIMITIVE,org.apache.hadoop.hive.serde2.objectinspector.ObjectInspector.Category.PRIMITIVE,hadoop hive PRIMITIVE,"Parser,0.35"
5304,hadoop,hive,StorageDescriptor,org.apache.hadoop.hive.metastore.api.StorageDescriptor,hadoop hive StorageDescriptor,"Data Structure,0.5"
5305,hadoop,hadoop,HadoopNative,com.facebook.presto.hadoop.HadoopNative,hadoop hadoop HadoopNative,"Parser,0.33"
5306,hadoop,fs,HadoopExtendedFileSystemCache,org.apache.hadoop.fs.HadoopExtendedFileSystemCache,hadoop fs HadoopExtendedFileSystemCache,"Error Handling,0.47"
5307,hadoop,hive,JavaUtils,org.apache.hadoop.hive.common.JavaUtils,hadoop hive JavaUtils,"Parser,0.47"
5308,hadoop,hive,Utilities,org.apache.hadoop.hive.ql.exec.Utilities,hadoop hive Utilities,"Utility,0.42"
5309,hadoop,hive,MapredParquetInputFormat,org.apache.hadoop.hive.ql.io.parquet.MapredParquetInputFormat,hadoop hive MapredParquetInputFormat,"Data Structure,0.59"
5310,hadoop,hive,ParquetHiveSerDe,org.apache.hadoop.hive.ql.io.parquet.serde.ParquetHiveSerDe,hadoop hive ParquetHiveSerDe,"Cloud,0.25"
5311,hadoop,hive,AbstractSerDe,org.apache.hadoop.hive.serde2.AbstractSerDe,hadoop hive AbstractSerDe,"Cloud,0.29"
5312,hadoop,io,WritableComparable,org.apache.hadoop.io.WritableComparable,hadoop io WritableComparable,"Parser,0.37"
5313,hadoop,util,ReflectionUtils,org.apache.hadoop.util.ReflectionUtils,hadoop util ReflectionUtils,"Parser,0.45"
5314,hadoop,hive,Partition,org.apache.hadoop.hive.metastore.api.Partition,hadoop hive Partition,"Setup,0.37"
5315,hadoop,hive,SNAPPY,org.apache.hadoop.hive.ql.io.orc.CompressionKind.SNAPPY,hadoop hive SNAPPY,"Setup,0.32"
5316,hadoop,hive,FILE_INPUT_FORMAT,org.apache.hadoop.hive.metastore.api.hive_metastoreConstants.FILE_INPUT_FORMAT,hadoop hive FILE_INPUT_FORMAT,"Input and Output,0.61"
5317,hadoop,hive,COLLECTION_DELIM,org.apache.hadoop.hive.serde.serdeConstants.COLLECTION_DELIM,hadoop hive COLLECTION_DELIM,"Big Data,0.3"
5318,hadoop,hive,SERIALIZATION_LIB,org.apache.hadoop.hive.serde.serdeConstants.SERIALIZATION_LIB,hadoop hive SERIALIZATION_LIB,"Parser,0.5"
5319,hadoop,hive,READ_ALL_COLUMNS,org.apache.hadoop.hive.serde2.ColumnProjectionUtils.READ_ALL_COLUMNS,hadoop hive READ_ALL_COLUMNS,"Big Data,0.49"
5320,hadoop,hive,READ_COLUMN_IDS_CONF_STR,org.apache.hadoop.hive.serde2.ColumnProjectionUtils.READ_COLUMN_IDS_CONF_STR,hadoop hive READ_COLUMN_IDS_CONF_STR,"Parser,0.47"
5321,hadoop,hive,READ_COLUMN_NAMES_CONF_STR,org.apache.hadoop.hive.serde2.ColumnProjectionUtils.READ_COLUMN_NAMES_CONF_STR,hadoop hive READ_COLUMN_NAMES_CONF_STR,"Data Structure,0.44"
5322,hadoop,io,SnappyCodec,org.apache.hadoop.io.compress.SnappyCodec,hadoop io SnappyCodec,"Parser,0.43"
5323,hadoop,hive,ESCAPE_CHAR,org.apache.hadoop.hive.serde.serdeConstants.ESCAPE_CHAR,hadoop hive ESCAPE_CHAR,"Parser,0.4"
5324,hadoop,hive,QUOTE_CHAR,org.apache.hadoop.hive.serde.serdeConstants.QUOTE_CHAR,hadoop hive QUOTE_CHAR,"Parser,0.41"
5325,hadoop,mapreduce,LineRecordReader,org.apache.hadoop.mapreduce.lib.input.LineRecordReader,hadoop mapreduce LineRecordReader,"Big Data,0.47"
5326,hadoop,net,DNSToSwitchMapping,org.apache.hadoop.net.DNSToSwitchMapping,hadoop net DNSToSwitchMapping,"Setup,0.6"
5327,hadoop,net,SocksSocketFactory,org.apache.hadoop.net.SocksSocketFactory,hadoop net SocksSocketFactory,"Multi Thread,0.46"
5328,hadoop,fs,IPC_PING_INTERVAL_KEY,org.apache.hadoop.fs.CommonConfigurationKeys.IPC_PING_INTERVAL_KEY,hadoop fs IPC_PING_INTERVAL_KEY,"Error Handling,0.44"
5329,hadoop,fs,HADOOP_RPC_PROTECTION,org.apache.hadoop.fs.CommonConfigurationKeysPublic.HADOOP_RPC_PROTECTION,hadoop fs HADOOP_RPC_PROTECTION,"Error Handling,0.41"
5330,hadoop,fs,HADOOP_RPC_SOCKET_FACTORY_CLASS_DEFAULT_KEY,org.apache.hadoop.fs.CommonConfigurationKeysPublic.HADOOP_RPC_SOCKET_FACTORY_CLASS_DEFAULT_KEY,hadoop fs HADOOP_RPC_SOCKET_FACTORY_CLASS_DEFAULT_KEY,"Error Handling,0.57"
5331,hadoop,fs,HADOOP_SOCKS_SERVER_KEY,org.apache.hadoop.fs.CommonConfigurationKeysPublic.HADOOP_SOCKS_SERVER_KEY,hadoop fs HADOOP_SOCKS_SERVER_KEY,"Setup,0.52"
5332,hadoop,fs,IPC_CLIENT_CONNECT_MAX_RETRIES_KEY,org.apache.hadoop.fs.CommonConfigurationKeysPublic.IPC_CLIENT_CONNECT_MAX_RETRIES_KEY,hadoop fs IPC_CLIENT_CONNECT_MAX_RETRIES_KEY,"User Interface,0.52"
5333,hadoop,fs,IPC_CLIENT_CONNECT_TIMEOUT_KEY,org.apache.hadoop.fs.CommonConfigurationKeysPublic.IPC_CLIENT_CONNECT_TIMEOUT_KEY,hadoop fs IPC_CLIENT_CONNECT_TIMEOUT_KEY,"Big Data,0.57"
5334,hadoop,fs,NET_TOPOLOGY_NODE_SWITCH_MAPPING_IMPL_KEY,org.apache.hadoop.fs.CommonConfigurationKeysPublic.NET_TOPOLOGY_NODE_SWITCH_MAPPING_IMPL_KEY,hadoop fs NET_TOPOLOGY_NODE_SWITCH_MAPPING_IMPL_KEY,"Data Structure,0.57"
5335,hadoop,hdfs,DFS_CLIENT_READ_SHORTCIRCUIT_KEY,org.apache.hadoop.hdfs.DFSConfigKeys.DFS_CLIENT_READ_SHORTCIRCUIT_KEY,hadoop hdfs DFS_CLIENT_READ_SHORTCIRCUIT_KEY,"Big Data,0.56"
5336,hadoop,hdfs,DFS_CLIENT_SOCKET_TIMEOUT_KEY,org.apache.hadoop.hdfs.DFSConfigKeys.DFS_CLIENT_SOCKET_TIMEOUT_KEY,hadoop hdfs DFS_CLIENT_SOCKET_TIMEOUT_KEY,"Big Data,0.56"
5337,hadoop,hdfs,DFS_DOMAIN_SOCKET_PATH_KEY,org.apache.hadoop.hdfs.DFSConfigKeys.DFS_DOMAIN_SOCKET_PATH_KEY,hadoop hdfs DFS_DOMAIN_SOCKET_PATH_KEY,"Data Structure,0.5"
5338,hadoop,hive,LazyDate,org.apache.hadoop.hive.serde2.lazy.LazyDate,hadoop hive LazyDate,"Big Data,0.41"
5339,hadoop,hive,HiveSequenceFileOutputFormat,org.apache.hadoop.hive.ql.io.HiveSequenceFileOutputFormat,hadoop hive HiveSequenceFileOutputFormat,"Data Structure,0.62"
5340,hadoop,hive,RCFileInputFormat,org.apache.hadoop.hive.ql.io.RCFileInputFormat,hadoop hive RCFileInputFormat,"Input and Output,0.58"
5341,hadoop,hive,AvroContainerInputFormat,org.apache.hadoop.hive.ql.io.avro.AvroContainerInputFormat,hadoop hive AvroContainerInputFormat,"Data Structure,0.53"
5342,hadoop,hive,AvroContainerOutputFormat,org.apache.hadoop.hive.ql.io.avro.AvroContainerOutputFormat,hadoop hive AvroContainerOutputFormat,"Data Structure,0.51"
5343,hadoop,hive,AvroSerDe,org.apache.hadoop.hive.serde2.avro.AvroSerDe,hadoop hive AvroSerDe,"Parser,0.34"
5344,hadoop,mapred,SequenceFileInputFormat,org.apache.hadoop.mapred.SequenceFileInputFormat,hadoop mapred SequenceFileInputFormat,"Input and Output,0.69"
5345,hadoop,hive,BinaryObjectInspector,org.apache.hadoop.hive.serde2.objectinspector.primitive.BinaryObjectInspector,hadoop hive BinaryObjectInspector,"Data Structure,0.52"
5346,hadoop,hive,BooleanObjectInspector,org.apache.hadoop.hive.serde2.objectinspector.primitive.BooleanObjectInspector,hadoop hive BooleanObjectInspector,"Parser,0.51"
5347,hadoop,hive,ByteObjectInspector,org.apache.hadoop.hive.serde2.objectinspector.primitive.ByteObjectInspector,hadoop hive ByteObjectInspector,"Data Structure,0.5"
5348,hadoop,hive,DateObjectInspector,org.apache.hadoop.hive.serde2.objectinspector.primitive.DateObjectInspector,hadoop hive DateObjectInspector,"Data Structure,0.5"
5349,hadoop,hive,DoubleObjectInspector,org.apache.hadoop.hive.serde2.objectinspector.primitive.DoubleObjectInspector,hadoop hive DoubleObjectInspector,"Data Structure,0.48"
5350,hadoop,hive,FloatObjectInspector,org.apache.hadoop.hive.serde2.objectinspector.primitive.FloatObjectInspector,hadoop hive FloatObjectInspector,"Data Structure,0.46"
5351,hadoop,hive,CharTypeInfo,org.apache.hadoop.hive.serde2.typeinfo.CharTypeInfo,hadoop hive CharTypeInfo,"Big Data,0.47"
5352,hadoop,hive,HiveCharObjectInspector,org.apache.hadoop.hive.serde2.objectinspector.primitive.HiveCharObjectInspector,hadoop hive HiveCharObjectInspector,"Data Structure,0.44"
5353,hadoop,hive,HiveDecimalObjectInspector,org.apache.hadoop.hive.serde2.objectinspector.primitive.HiveDecimalObjectInspector,hadoop hive HiveDecimalObjectInspector,"Data Structure,0.45"
5354,hadoop,hive,HiveVarcharObjectInspector,org.apache.hadoop.hive.serde2.objectinspector.primitive.HiveVarcharObjectInspector,hadoop hive HiveVarcharObjectInspector,"Parser,0.46"
5355,hadoop,hive,LongObjectInspector,org.apache.hadoop.hive.serde2.objectinspector.primitive.LongObjectInspector,hadoop hive LongObjectInspector,"Data Structure,0.49"
5356,hadoop,hive,ShortObjectInspector,org.apache.hadoop.hive.serde2.objectinspector.primitive.ShortObjectInspector,hadoop hive ShortObjectInspector,"Data Structure,0.49"
5357,hadoop,hive,StringObjectInspector,org.apache.hadoop.hive.serde2.objectinspector.primitive.StringObjectInspector,hadoop hive StringObjectInspector,"Data Structure,0.49"
5358,hadoop,hive,TimestampObjectInspector,org.apache.hadoop.hive.serde2.objectinspector.primitive.TimestampObjectInspector,hadoop hive TimestampObjectInspector,"Parser,0.5"
5359,hadoop,hive,TypeInfoFactory,org.apache.hadoop.hive.serde2.typeinfo.TypeInfoFactory.booleanTypeInfo,hadoop hive TypeInfoFactory,"Setup,0.49"
5360,hadoop,hive,TypeInfoFactory,org.apache.hadoop.hive.serde2.typeinfo.TypeInfoFactory.byteTypeInfo,hadoop hive TypeInfoFactory,"Setup,0.49"
5361,hadoop,hive,TypeInfoFactory,org.apache.hadoop.hive.serde2.typeinfo.TypeInfoFactory.dateTypeInfo,hadoop hive TypeInfoFactory,"Setup,0.49"
5362,hadoop,hive,TypeInfoFactory,org.apache.hadoop.hive.serde2.typeinfo.TypeInfoFactory.doubleTypeInfo,hadoop hive TypeInfoFactory,"Setup,0.49"
5363,hadoop,hive,TypeInfoFactory,org.apache.hadoop.hive.serde2.typeinfo.TypeInfoFactory.floatTypeInfo,hadoop hive TypeInfoFactory,"Setup,0.49"
5364,hadoop,hive,TypeInfoFactory,org.apache.hadoop.hive.serde2.typeinfo.TypeInfoFactory.intTypeInfo,hadoop hive TypeInfoFactory,"Setup,0.49"
5365,hadoop,hive,TypeInfoFactory,org.apache.hadoop.hive.serde2.typeinfo.TypeInfoFactory.longTypeInfo,hadoop hive TypeInfoFactory,"Setup,0.49"
5366,hadoop,hive,TypeInfoFactory,org.apache.hadoop.hive.serde2.typeinfo.TypeInfoFactory.shortTypeInfo,hadoop hive TypeInfoFactory,"Setup,0.49"
5367,hadoop,hive,TypeInfoFactory,org.apache.hadoop.hive.serde2.typeinfo.TypeInfoFactory.stringTypeInfo,hadoop hive TypeInfoFactory,"Setup,0.49"
5368,hadoop,hive,TypeInfoFactory,org.apache.hadoop.hive.serde2.typeinfo.TypeInfoFactory.timestampTypeInfo,hadoop hive TypeInfoFactory,"Setup,0.49"
5369,hadoop,hive,TypeInfoUtils,org.apache.hadoop.hive.serde2.typeinfo.TypeInfoUtils.getTypeInfoFromTypeString,hadoop hive TypeInfoUtils,"Setup,0.46"
5370,hadoop,hive,TypeInfoUtils,org.apache.hadoop.hive.serde2.typeinfo.TypeInfoUtils.getTypeInfosFromTypeString,hadoop hive TypeInfoUtils,"Setup,0.46"
5371,hadoop,hive,ListObjectInspector,org.apache.hadoop.hive.serde2.objectinspector.ListObjectInspector,hadoop hive ListObjectInspector,"Database,0.49"
5372,hadoop,hive,MapObjectInspector,org.apache.hadoop.hive.serde2.objectinspector.MapObjectInspector,hadoop hive MapObjectInspector,"Data Structure,0.52"
5373,hadoop,hive,VarcharTypeInfo,org.apache.hadoop.hive.serde2.typeinfo.VarcharTypeInfo,hadoop hive VarcharTypeInfo,"Parser,0.46"
5374,hadoop,hive,ObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.ObjectInspectorFactory.getStandardListObjectInspector,hadoop hive ObjectInspectorFactory,"Data Structure,0.45"
5375,hadoop,hive,ObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.ObjectInspectorFactory.getStandardMapObjectInspector,hadoop hive ObjectInspectorFactory,"Data Structure,0.45"
5376,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.javaStringObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5377,hadoop,hive,JavaHiveCharObjectInspector,org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaHiveCharObjectInspector,hadoop hive JavaHiveCharObjectInspector,"Parser,0.48"
5378,hadoop,hive,JavaHiveDecimalObjectInspector,org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaHiveDecimalObjectInspector,hadoop hive JavaHiveDecimalObjectInspector,"Parser,0.47"
5379,hadoop,hive,PrimitiveObjectInspectorFactory,org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory.javaHiveVarcharObjectInspector,hadoop hive PrimitiveObjectInspectorFactory,"Data Structure,0.49"
5380,hadoop,mapred,FileOutputFormat,org.apache.hadoop.mapred.FileOutputFormat,hadoop mapred FileOutputFormat,"Input and Output,0.66"
5381,hadoop,hadoop,FileSystemFactory,com.facebook.presto.hadoop.FileSystemFactory,hadoop hadoop FileSystemFactory,"Parser,0.38"
5382,hadoop,io,BLOCK,org.apache.hadoop.io.SequenceFile.CompressionType.BLOCK,hadoop io BLOCK,"Parser,0.36"
5383,hadoop,fs,ContentSummary,org.apache.hadoop.fs.ContentSummary,hadoop fs ContentSummary,"Database,0.48"
5384,hadoop,fs,CreateFlag,org.apache.hadoop.fs.CreateFlag,hadoop fs CreateFlag,"Setup,0.41"
5385,hadoop,fs,FileChecksum,org.apache.hadoop.fs.FileChecksum,hadoop fs FileChecksum,"Parser,0.52"
5386,hadoop,fs,FsServerDefaults,org.apache.hadoop.fs.FsServerDefaults,hadoop fs FsServerDefaults,"Setup,0.48"
5387,hadoop,fs,FsStatus,org.apache.hadoop.fs.FsStatus,hadoop fs FsStatus,"Error Handling,0.34"
5388,hadoop,fs,XAttrSetFlag,org.apache.hadoop.fs.XAttrSetFlag,hadoop fs XAttrSetFlag,"Multi Thread,0.43"
5389,hadoop,fs,AclEntry,org.apache.hadoop.fs.permission.AclEntry,hadoop fs AclEntry,"Big Data,0.4"
5390,hadoop,fs,AclStatus,org.apache.hadoop.fs.permission.AclStatus,hadoop fs AclStatus,"Big Data,0.41"
5391,hadoop,fs,FsAction,org.apache.hadoop.fs.permission.FsAction,hadoop fs FsAction,"Error Handling,0.33"
5392,hadoop,security,Credentials,org.apache.hadoop.security.Credentials,hadoop security Credentials,"Security,0.7"
5393,hadoop,security,Token,org.apache.hadoop.security.token.Token,hadoop security Token,"Security,0.68"
5394,hadoop,security,UserGroupInformation,org.apache.hadoop.security.UserGroupInformation,hadoop security UserGroupInformation,"Geographic Information System ,0.69"
5395,hadoop,hive,ReaderOptions,org.apache.hadoop.hive.ql.io.orc.OrcFile.ReaderOptions,hadoop hive ReaderOptions,"User Interface,0.47"
5396,hadoop,hive,OrcStruct,org.apache.hadoop.hive.ql.io.orc.OrcStruct,hadoop hive OrcStruct,"Data Structure,0.42"
5397,hadoop,hive,OrcUtil,org.apache.hadoop.hive.ql.io.orc.OrcUtil,hadoop hive OrcUtil,"Setup,0.35"
5398,hadoop,hive,Reader,org.apache.hadoop.hive.ql.io.orc.Reader,hadoop hive Reader,"Parser,0.37"
5399,hadoop,hive,FooterBuffer,org.apache.hadoop.hive.ql.exec.FooterBuffer,hadoop hive FooterBuffer,"Parser,0.46"
5400,hadoop,hive,MAPKEY_DELIM,org.apache.hadoop.hive.serde.serdeConstants.MAPKEY_DELIM,hadoop hive MAPKEY_DELIM,"Big Data,0.43"
5401,hadoop,hive,SERIALIZATION_LAST_COLUMN_TAKES_REST,org.apache.hadoop.hive.serde.serdeConstants.SERIALIZATION_LAST_COLUMN_TAKES_REST,hadoop hive SERIALIZATION_LAST_COLUMN_TAKES_REST,"Big Data,0.53"
5402,hadoop,hive,SERIALIZATION_NULL_FORMAT,org.apache.hadoop.hive.serde.serdeConstants.SERIALIZATION_NULL_FORMAT,hadoop hive SERIALIZATION_NULL_FORMAT,"Parser,0.59"
5403,hadoop,hive,SERIALIZATION_EXTEND_NESTING_LEVELS,org.apache.hadoop.hive.serde2.lazy.LazySerDeParameters.SERIALIZATION_EXTEND_NESTING_LEVELS,hadoop hive SERIALIZATION_EXTEND_NESTING_LEVELS,"Data Structure,0.49"
5404,hadoop,hive,LazyUtils,org.apache.hadoop.hive.serde2.lazy.LazyUtils.getByte,hadoop hive LazyUtils,"Parser,0.42"
5405,hadoop,io,NullWritable,org.apache.hadoop.io.NullWritable,hadoop io NullWritable,"Parser,0.44"
5406,hadoop,security,SecurityUtil,org.apache.hadoop.security.SecurityUtil.getServerPrincipal,hadoop security SecurityUtil,"Security,0.78"
5407,hadoop,security,UserGroupInformationShim,org.apache.hadoop.security.UserGroupInformationShim.createUserGroupInformationForSubject,hadoop security UserGroupInformationShim,"Security,0.66"
